Year 1,Make 1,Vehicle Type,Engine Cylinders,Engine Size,Drive Type,Core Based Statistical Area Type,Gender Code,Person Exact Age,Home Purchase Price,Home Fireplaces,Home Bath,Home Land Depth Footage,Home Land Front Footage,Home Improvement Value,Home Year Built,Home Base Square Footage,Home Total Value,Estimated Current Home Value,BehaviorBank: Interest in Automotive,MOR Bank Male Sports Magazine,MOR Bank Do-It-Yourselfers,Book Reader,BehaviorBank: Interest in Gourmet Cooking,BehaviorBank: Interest in Sports,BehaviorBank: Interest in the Outdoors,BehaviorBank: Pet Enthusiast,Est. Household Income V5,Person Marital Status,Number of Persons in LU,Number of Adults in LU,BehaviorBank: Interest in Foreign Travel,BehaviorBank: Presence of Premium Credit Card,CAPE: Age: Pop: Median Age,MOR Bank Do-It-Yourselfers,BehaviorBank: Interest in Reading,BehaviorBank: Interest in Travel,BehaviorBank: Cat Enthusiast,Home Total Rooms,BehaviorBank: Computer Owner,BehaviorBank: Investor,BehaviorBank: Interest in Domestic Travel,Auto In The Market: Used,Auto In The Market: New,CAPE: Inc: HH: Median Family Household Income,BehaviorBank: Cruise Enthusiasts,BehaviorBank: Contributes to Charities,Home Swimming Pool Indicator
2014.0,1.0,4.0,6.0,3.6,1.0,1.0,1.0,75.0,0.0,1.0,30.0,0.0,0.0,232.0,1995.0,14.0,337.0,247656.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,3.0,3.0,0.0,0.0,3800.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,7.0,1.0,80387.0,1.0,1.0,0.0
1997.0,1.0,3.0,6.0,4.3,2.0,1.0,1.0,57.0,0.0,1.0,10.0,0.0,0.0,62.0,1954.0,0.0,87.0,101473.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,3.0,1.0,0.0,4100.0,2.0,1.0,1.0,1.0,8.0,1.0,0.0,1.0,1.0,5.0,68597.0,1.0,1.0,0.0
1998.0,1.0,3.0,6.0,4.0,2.0,1.0,1.0,61.0,0.0,1.0,20.0,0.0,0.0,94.0,1926.0,14.0,128.0,141760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,4.0,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,2.0,6.0,36741.0,0.0,0.0,0.0
2010.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,74.0,31.0,1.0,30.0,162.0,50.0,110.0,1915.0,9.0,142.0,162192.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,3.0,0.0,0.0,4300.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,9.0,2.0,83404.0,0.0,0.0,0.0
2010.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,66.0,0.0,1.0,20.0,115.0,65.0,114.0,1974.0,13.0,139.0,159862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,4.0,4.0,0.0,0.0,3300.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0,90402.0,0.0,0.0,0.0
2012.0,0.0,2.0,4.0,2.4,2.0,1.0,2.0,37.0,0.0,0.0,20.0,116.0,50.0,82.0,1985.0,10.0,97.0,131694.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,4.0,0.0,0.0,2900.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,38107.0,0.0,0.0,0.0
2007.0,2.0,1.0,8.0,5.5,2.0,1.0,2.0,41.0,0.0,1.0,40.0,0.0,0.0,244.0,2001.0,19.0,344.0,452277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,3.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,128167.0,0.0,0.0,0.0
2009.0,1.0,2.0,4.0,2.5,2.0,1.0,2.0,52.0,135.0,1.0,30.0,142.0,62.0,79.0,1963.0,6.0,103.0,152884.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,4.0,4.0,1.0,0.0,4400.0,0.0,1.0,1.0,0.0,8.0,1.0,1.0,1.0,5.0,2.0,73717.0,0.0,0.0,0.0
2011.0,1.0,1.0,4.0,2.5,1.0,1.0,1.0,84.0,0.0,1.0,20.0,0.0,0.0,163.0,1962.0,11.0,346.0,381967.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,2.0,2.0,1.0,1.0,3900.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,2.0,159795.0,0.0,1.0,0.0
2014.0,1.0,2.0,4.0,2.4,1.0,1.0,1.0,45.0,58.0,0.0,10.0,141.0,60.0,88.0,1969.0,16.0,101.0,91925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,8.0,3.0,0.0,0.0,3400.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,6.0,54666.0,0.0,0.0,0.0
2014.0,1.0,3.0,6.0,3.5,2.0,2.0,1.0,59.0,0.0,0.0,0.0,0.0,0.0,88.0,1981.0,16.0,106.0,113672.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,4600.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,42646.0,0.0,0.0,0.0
2008.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,53.0,84.0,0.0,20.0,105.0,74.0,81.0,1983.0,12.0,106.0,142341.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,2.0,2.0,0.0,0.0,4700.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,71831.0,0.0,0.0,0.0
2003.0,1.0,4.0,6.0,3.3,1.0,1.0,1.0,65.0,380.0,1.0,40.0,0.0,0.0,222.0,1999.0,10.0,417.0,464953.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,2.0,2.0,0.0,0.0,3600.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,136412.0,0.0,0.0,0.0
2014.0,1.0,1.0,6.0,3.6,1.0,1.0,1.0,27.0,0.0,1.0,20.0,0.0,0.0,61.0,2006.0,16.0,83.0,76516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,2.0,0.0,0.0,4400.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,58796.0,0.0,0.0,0.0
2009.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,50.0,232.0,1.0,30.0,0.0,0.0,231.0,2001.0,13.0,294.0,350187.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0,3.0,2.0,0.0,0.0,4100.0,0.0,1.0,1.0,0.0,9.0,1.0,0.0,1.0,6.0,1.0,90420.0,0.0,0.0,1.0
2008.0,1.0,1.0,6.0,3.8,1.0,1.0,1.0,67.0,122.0,0.0,20.0,0.0,0.0,135.0,1984.0,17.0,197.0,259617.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,8.0,5.0,0.0,0.0,4400.0,0.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,6.0,1.0,60356.0,0.0,0.0,1.0
2005.0,1.0,1.0,4.0,1.8,1.0,1.0,1.0,52.0,83.0,1.0,10.0,518.0,120.0,68.0,1986.0,6.0,88.0,69643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,4.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0,50399.0,0.0,0.0,0.0
2008.0,1.0,1.0,4.0,2.4,1.0,1.0,1.0,84.0,39.0,0.0,20.0,0.0,0.0,78.0,1997.0,14.0,120.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,3.0,3.0,0.0,1.0,3900.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,4.0,28699.0,0.0,1.0,0.0
2007.0,1.0,3.0,8.0,5.4,1.0,1.0,1.0,51.0,0.0,0.0,20.0,130.0,65.0,93.0,1965.0,14.0,106.0,115126.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,4.0,0.0,0.0,2700.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,2.0,4.0,39530.0,0.0,1.0,0.0
1997.0,1.0,1.0,4.0,2.2,1.0,1.0,1.0,47.0,305.0,1.0,30.0,141.0,112.0,142.0,1963.0,15.0,216.0,292429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,4.0,2.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,6.0,60488.0,0.0,0.0,0.0
2014.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,44.0,0.0,0.0,20.0,0.0,0.0,157.0,2006.0,20.0,181.0,182215.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0,4.0,3.0,0.0,0.0,2600.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,46041.0,0.0,0.0,1.0
2006.0,1.0,4.0,6.0,3.5,1.0,1.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,193.0,2007.0,0.0,226.0,249595.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,3.0,1.0,0.0,4400.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,71911.0,1.0,1.0,0.0
2004.0,1.0,2.0,6.0,3.0,1.0,1.0,2.0,34.0,0.0,1.0,30.0,125.0,38.0,195.0,1997.0,8.0,310.0,355215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,4700.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,108445.0,0.0,0.0,0.0
2011.0,1.0,1.0,6.0,3.5,1.0,3.0,1.0,47.0,0.0,0.0,30.0,0.0,0.0,183.0,2009.0,0.0,187.0,230544.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,3.0,0.0,0.0,4100.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,7.0,59295.0,0.0,0.0,0.0
2006.0,2.0,1.0,6.0,3.5,1.0,1.0,1.0,27.0,295.0,1.0,30.0,0.0,0.0,220.0,1986.0,17.0,317.0,373991.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,3.0,3.0,0.0,0.0,4700.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,124363.0,0.0,0.0,0.0
1999.0,0.0,4.0,6.0,3.4,1.0,1.0,2.0,68.0,0.0,1.0,10.0,0.0,0.0,103.0,1975.0,10.0,128.0,131943.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,3400.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,7.0,4.0,72020.0,0.0,0.0,0.0
2004.0,0.0,1.0,6.0,3.5,1.0,1.0,1.0,40.0,0.0,0.0,10.0,74.0,100.0,53.0,1961.0,0.0,77.0,104500.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,1.0,4.0,3.0,1.0,0.0,4600.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,8.0,68319.0,1.0,1.0,0.0
2007.0,1.0,1.0,6.0,3.3,1.0,1.0,1.0,70.0,0.0,1.0,40.0,0.0,0.0,308.0,2003.0,35.0,416.0,506447.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,2.0,2.0,0.0,0.0,4400.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,126757.0,0.0,0.0,0.0
2014.0,1.0,1.0,4.0,1.4,1.0,1.0,1.0,44.0,116.0,0.0,20.0,0.0,0.0,102.0,1998.0,0.0,128.0,201583.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,2.0,0.0,0.0,3300.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,58730.0,0.0,0.0,0.0
2010.0,1.0,1.0,4.0,1.8,1.0,1.0,1.0,83.0,126.0,1.0,20.0,0.0,0.0,131.0,1995.0,0.0,163.0,187601.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,7.0,4.0,0.0,0.0,4800.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,8.0,3.0,115798.0,0.0,0.0,0.0
2009.0,1.0,1.0,4.0,1.8,1.0,1.0,1.0,41.0,228.0,1.0,30.0,132.0,88.0,164.0,2004.0,17.0,212.0,244162.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,7.0,2.0,0.0,0.0,4200.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,2.0,1.0,88709.0,0.0,0.0,0.0
2012.0,1.0,1.0,4.0,2.5,1.0,1.0,2.0,53.0,185.0,1.0,30.0,200.0,82.0,206.0,1979.0,20.0,277.0,279009.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,5.0,5.0,0.0,0.0,4500.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,5.0,2.0,98437.0,0.0,0.0,0.0
2012.0,1.0,1.0,4.0,2.5,1.0,1.0,2.0,48.0,0.0,0.0,20.0,0.0,0.0,75.0,1987.0,0.0,86.0,87473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,3.0,0.0,0.0,3700.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,6.0,43635.0,0.0,0.0,0.0
2014.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,69.0,0.0,0.0,10.0,0.0,0.0,86.0,1956.0,10.0,227.0,249361.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,3.0,3.0,0.0,0.0,3300.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,3.0,72793.0,0.0,0.0,0.0
2005.0,1.0,2.0,8.0,5.4,1.0,3.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,112.0,1973.0,20.0,143.0,263362.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,4500.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0,1.0,40356.0,0.0,1.0,0.0
2003.0,0.0,1.0,4.0,2.2,1.0,1.0,1.0,62.0,440.0,1.0,40.0,93.0,93.0,318.0,2005.0,14.0,361.0,375118.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,4600.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,6.0,1.0,80485.0,0.0,0.0,0.0
2011.0,2.0,1.0,8.0,4.0,1.0,1.0,1.0,37.0,0.0,1.0,30.0,0.0,0.0,218.0,1984.0,25.0,310.0,357230.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,3.0,3.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,2.0,59890.0,0.0,0.0,0.0
2013.0,2.0,2.0,6.0,3.5,1.0,1.0,2.0,58.0,123.0,1.0,20.0,0.0,0.0,104.0,1979.0,10.0,129.0,154782.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,3700.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,8.0,1.0,94096.0,0.0,0.0,0.0
2013.0,1.0,2.0,6.0,4.0,2.0,2.0,1.0,31.0,0.0,1.0,10.0,130.0,101.0,160.0,1989.0,22.0,184.0,194838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,2.0,0.0,0.0,3200.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,75467.0,0.0,0.0,0.0
2001.0,2.0,1.0,8.0,4.6,1.0,1.0,2.0,50.0,145.0,2.0,30.0,196.0,93.0,128.0,1974.0,15.0,173.0,188234.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,2.0,0.0,0.0,5100.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,3.0,2.0,91166.0,0.0,0.0,0.0
2013.0,1.0,1.0,4.0,2.5,1.0,2.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,7.0,1992.0,0.0,16.0,120486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3200.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,8.0,54062.0,0.0,0.0,0.0
2013.0,1.0,1.0,4.0,1.8,1.0,1.0,2.0,81.0,0.0,0.0,20.0,125.0,100.0,148.0,1978.0,10.0,258.0,270127.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,4600.0,0.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,9.0,8.0,97871.0,1.0,1.0,0.0
2010.0,1.0,1.0,4.0,2.4,1.0,1.0,1.0,74.0,105.0,0.0,20.0,0.0,0.0,90.0,1980.0,0.0,100.0,142804.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,4.0,3.0,0.0,0.0,5800.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,49374.0,0.0,0.0,0.0
2004.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,64.0,109.0,1.0,20.0,0.0,0.0,101.0,1905.0,7.0,413.0,508977.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,11.0,1.0,3.0,3.0,0.0,0.0,3600.0,1.0,0.0,1.0,0.0,7.0,1.0,0.0,1.0,9.0,1.0,128044.0,0.0,0.0,0.0
2014.0,2.0,2.0,6.0,3.5,1.0,1.0,2.0,56.0,28.0,1.0,0.0,0.0,0.0,252.0,2001.0,23.0,271.0,256232.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,12.0,1.0,3.0,2.0,0.0,0.0,4400.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,92261.0,0.0,0.0,0.0
2006.0,1.0,4.0,6.0,4.2,1.0,2.0,2.0,81.0,0.0,0.0,0.0,132.0,100.0,54.0,1999.0,15.0,64.0,63713.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,3.0,0.0,0.0,6600.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,7.0,61408.0,0.0,0.0,0.0
2011.0,1.0,4.0,6.0,3.6,1.0,2.0,2.0,36.0,0.0,1.0,20.0,0.0,0.0,40.0,1999.0,0.0,49.0,75891.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,2800.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,5.0,8.0,34876.0,1.0,1.0,0.0
2008.0,0.0,1.0,4.0,1.8,1.0,1.0,1.0,56.0,218.0,1.0,30.0,0.0,64.0,173.0,2001.0,0.0,210.0,231963.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,3.0,2.0,1.0,1.0,3400.0,0.0,1.0,1.0,0.0,8.0,1.0,1.0,1.0,5.0,2.0,113999.0,1.0,1.0,0.0
1999.0,1.0,3.0,6.0,3.0,1.0,1.0,1.0,58.0,270.0,0.0,20.0,0.0,0.0,195.0,1994.0,21.0,236.0,253330.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,4300.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,132656.0,0.0,0.0,0.0
2005.0,1.0,1.0,6.0,3.0,2.0,1.0,1.0,81.0,0.0,1.0,30.0,0.0,0.0,183.0,1994.0,16.0,196.0,288083.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,2.0,2.0,0.0,0.0,4100.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,1.0,48007.0,1.0,1.0,0.0
2007.0,0.0,1.0,4.0,2.0,1.0,1.0,2.0,55.0,90.0,1.0,40.0,0.0,0.0,404.0,1996.0,0.0,532.0,661459.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,4.0,4.0,1.0,1.0,5100.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,113570.0,1.0,1.0,1.0
2008.0,2.0,1.0,8.0,6.3,1.0,1.0,1.0,50.0,3700.0,3.0,90.0,0.0,0.0,208.0,2000.0,47.0,250.0,2845976.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,4.0,2.0,0.0,0.0,5100.0,0.0,1.0,1.0,0.0,12.0,1.0,0.0,1.0,5.0,1.0,203389.0,0.0,0.0,1.0
2001.0,1.0,1.0,4.0,2.2,1.0,1.0,2.0,33.0,69.0,0.0,10.0,173.0,53.0,54.0,1952.0,7.0,96.0,79429.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,4100.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,5.0,3.0,63937.0,0.0,1.0,0.0
2012.0,1.0,2.0,6.0,3.6,1.0,1.0,1.0,61.0,0.0,0.0,0.0,0.0,0.0,533.0,2003.0,41.0,713.0,614086.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,6.0,6.0,0.0,0.0,4700.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,144852.0,0.0,0.0,0.0
2010.0,1.0,4.0,6.0,4.0,1.0,1.0,2.0,67.0,0.0,1.0,30.0,200.0,120.0,199.0,1982.0,14.0,219.0,249846.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,3.0,0.0,0.0,4900.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,8.0,3.0,62360.0,0.0,0.0,0.0
2011.0,1.0,1.0,4.0,2.4,1.0,1.0,2.0,44.0,192.0,0.0,30.0,0.0,0.0,150.0,2004.0,10.0,186.0,225173.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,4.0,1.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,8.0,1.0,98749.0,0.0,0.0,0.0
2012.0,1.0,3.0,8.0,6.7,2.0,1.0,2.0,55.0,85.0,1.0,10.0,0.0,0.0,38.0,1940.0,18.0,91.0,97350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,4100.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,3.0,1.0,45226.0,0.0,0.0,0.0
2002.0,1.0,3.0,8.0,4.6,1.0,1.0,1.0,51.0,0.0,0.0,20.0,82.0,50.0,43.0,1952.0,4.0,53.0,95963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,38552.0,0.0,0.0,0.0
2009.0,1.0,1.0,4.0,2.5,2.0,1.0,1.0,57.0,185.0,1.0,30.0,0.0,0.0,187.0,1991.0,10.0,287.0,341873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,4.0,4.0,0.0,0.0,3200.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,115812.0,0.0,0.0,0.0
2011.0,1.0,2.0,6.0,4.0,2.0,1.0,1.0,70.0,0.0,1.0,30.0,0.0,0.0,296.0,1966.0,27.0,434.0,391324.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,6.0,1.0,3.0,2.0,1.0,0.0,3600.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,6.0,4.0,99678.0,0.0,1.0,0.0
2013.0,1.0,1.0,4.0,1.8,1.0,1.0,2.0,61.0,0.0,0.0,60.0,0.0,0.0,289.0,1993.0,0.0,334.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,4.0,4.0,0.0,0.0,4400.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,5.0,86566.0,0.0,0.0,0.0
2005.0,1.0,1.0,6.0,3.3,1.0,2.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,26.0,1995.0,12.0,28.0,62670.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,3.0,3.0,1.0,1.0,4500.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,3.0,44450.0,0.0,0.0,0.0
2000.0,1.0,1.0,4.0,2.2,1.0,1.0,1.0,71.0,0.0,1.0,30.0,0.0,0.0,397.0,2002.0,0.0,476.0,479639.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,7.0,1.0,5.0,5.0,0.0,0.0,3200.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,8.0,1.0,88094.0,0.0,0.0,0.0
2011.0,1.0,3.0,8.0,5.3,2.0,1.0,1.0,31.0,189.0,2.0,20.0,0.0,0.0,134.0,1991.0,19.0,149.0,224761.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,4.0,0.0,0.0,3900.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,64538.0,1.0,1.0,0.0
1999.0,2.0,3.0,8.0,5.3,2.0,1.0,1.0,44.0,0.0,0.0,30.0,0.0,264.0,164.0,2012.0,20.0,188.0,197548.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,2.0,2.0,0.0,0.0,4700.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,3.0,1.0,83260.0,0.0,0.0,0.0
2007.0,1.0,2.0,8.0,5.3,2.0,1.0,1.0,47.0,0.0,0.0,10.0,0.0,40.0,21.0,1945.0,0.0,51.0,80063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0,0.0,0.0,4200.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,5.0,1.0,64687.0,0.0,0.0,0.0
2007.0,0.0,1.0,4.0,2.4,1.0,1.0,1.0,50.0,0.0,0.0,20.0,100.0,89.0,89.0,1978.0,14.0,124.0,149779.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,3.0,3.0,1.0,1.0,4800.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,8.0,1.0,68999.0,1.0,1.0,0.0
2013.0,1.0,1.0,4.0,1.8,1.0,1.0,1.0,41.0,292.0,0.0,40.0,121.0,70.0,165.0,2005.0,14.0,190.0,288537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,4.0,0.0,0.0,4400.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,81313.0,0.0,0.0,0.0
