Year 1,Make 1,Vehicle Type,Engine Cylinders,Engine Size,Drive Type,Core Based Statistical Area Type,Gender Code,Person Exact Age,Home Purchase Price,Home Fireplaces,Home Bath,Home Land Depth Footage,Home Land Front Footage,Home Improvement Value,Home Year Built,Home Base Square Footage,Home Total Value,Estimated Current Home Value,BehaviorBank: Interest in Automotive,MOR Bank Male Sports Magazine,MOR Bank Do-It-Yourselfers,Book Reader,BehaviorBank: Interest in Gourmet Cooking,BehaviorBank: Interest in Sports,BehaviorBank: Interest in the Outdoors,BehaviorBank: Pet Enthusiast,Est. Household Income V5,Person Marital Status,Number of Persons in LU,Number of Adults in LU,BehaviorBank: Interest in Foreign Travel,BehaviorBank: Presence of Premium Credit Card,CAPE: Age: Pop: Median Age,MOR Bank Do-It-Yourselfers,BehaviorBank: Interest in Reading,BehaviorBank: Interest in Travel,BehaviorBank: Cat Enthusiast,Home Total Rooms,BehaviorBank: Computer Owner,BehaviorBank: Investor,BehaviorBank: Interest in Domestic Travel,Auto In The Market: Used,Auto In The Market: New,CAPE: Inc: HH: Median Family Household Income,BehaviorBank: Cruise Enthusiasts,BehaviorBank: Contributes to Charities,Home Swimming Pool Indicator
2007.0,0.0,1.0,4.0,2.4,1.0,2.0,1.0,55.0,0.0,0.0,20.0,0.0,0.0,131.0,1998.0,0.0,140.0,328184.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,6.0,6.0,0.0,0.0,4900.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,64944.0,0.0,0.0,0.0
2001.0,1.0,3.0,8.0,5.4,2.0,1.0,1.0,66.0,0.0,1.0,20.0,250.0,100.0,93.0,1962.0,20.0,115.0,187418.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,3.0,3.0,1.0,1.0,4400.0,0.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,2.0,80369.0,1.0,1.0,0.0
2014.0,1.0,2.0,6.0,3.6,2.0,1.0,2.0,43.0,0.0,0.0,20.0,224.0,150.0,166.0,1977.0,21.0,215.0,274305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,98468.0,0.0,0.0,0.0
2012.0,1.0,1.0,4.0,2.5,1.0,1.0,2.0,36.0,0.0,0.0,20.0,0.0,0.0,18.0,1996.0,10.0,29.0,43202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,0.0,0.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,61735.0,0.0,0.0,0.0
2007.0,1.0,4.0,6.0,3.8,1.0,1.0,1.0,49.0,266.0,1.0,30.0,0.0,0.0,156.0,1959.0,21.0,130.0,327053.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,6.0,1.0,8.0,4.0,0.0,0.0,4600.0,0.0,1.0,1.0,0.0,10.0,1.0,0.0,1.0,3.0,1.0,115277.0,0.0,0.0,0.0
1981.0,1.0,1.0,4.0,1.6,1.0,1.0,1.0,86.0,0.0,1.0,20.0,0.0,0.0,92.0,1961.0,10.0,248.0,334924.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,4600.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,8.0,7.0,102154.0,0.0,0.0,0.0
2005.0,1.0,1.0,6.0,3.0,1.0,3.0,2.0,26.0,67.0,0.0,20.0,198.0,147.0,73.0,1976.0,16.0,82.0,81720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,3.0,0.0,0.0,4600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0,64721.0,0.0,0.0,0.0
1999.0,1.0,1.0,4.0,2.2,1.0,1.0,1.0,56.0,95.0,0.0,10.0,0.0,0.0,0.0,1940.0,6.0,11.0,62763.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,7.0,6.0,0.0,0.0,4400.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,60141.0,0.0,0.0,0.0
2008.0,1.0,2.0,6.0,3.6,1.0,3.0,1.0,27.0,0.0,0.0,20.0,0.0,0.0,112.0,1969.0,0.0,188.0,182665.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,7.0,7.0,0.0,1.0,4100.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,37082.0,1.0,1.0,0.0
2013.0,1.0,1.0,4.0,1.8,1.0,1.0,2.0,62.0,127.0,1.0,10.0,0.0,0.0,72.0,1954.0,0.0,113.0,133569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,3200.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,4.0,48055.0,0.0,0.0,0.0
2009.0,1.0,3.0,8.0,6.0,2.0,1.0,1.0,37.0,176.0,1.0,30.0,0.0,0.0,113.0,2001.0,10.0,179.0,249742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,3400.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,6.0,3.0,75492.0,0.0,0.0,0.0
2013.0,1.0,3.0,8.0,5.7,2.0,1.0,1.0,64.0,127.0,0.0,30.0,0.0,0.0,188.0,1999.0,0.0,215.0,230958.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,4100.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,70520.0,0.0,0.0,0.0
2009.0,1.0,2.0,6.0,3.0,2.0,1.0,2.0,57.0,0.0,0.0,30.0,0.0,0.0,224.0,2001.0,14.0,267.0,300204.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,5.0,5.0,0.0,0.0,4500.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,94027.0,0.0,0.0,0.0
2011.0,1.0,1.0,6.0,3.5,1.0,1.0,1.0,70.0,0.0,1.0,30.0,152.0,160.0,196.0,1976.0,26.0,294.0,175226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,3.0,0.0,0.0,4300.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,6.0,63620.0,0.0,0.0,0.0
2014.0,1.0,2.0,4.0,2.4,1.0,1.0,1.0,68.0,0.0,0.0,10.0,0.0,0.0,93.0,1900.0,12.0,97.0,151701.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,0.0,0.0,3400.0,0.0,1.0,1.0,0.0,7.0,1.0,1.0,1.0,2.0,2.0,65183.0,0.0,1.0,0.0
2005.0,2.0,2.0,8.0,4.7,2.0,1.0,1.0,55.0,425.0,0.0,30.0,127.0,66.0,156.0,2005.0,22.0,205.0,275753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,2.0,2.0,0.0,0.0,3200.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,97833.0,0.0,0.0,0.0
2014.0,0.0,1.0,4.0,2.4,1.0,1.0,1.0,84.0,0.0,1.0,20.0,300.0,150.0,91.0,1996.0,0.0,116.0,141183.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,3.0,3.0,0.0,0.0,4100.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,5.0,67987.0,0.0,0.0,0.0
2010.0,1.0,3.0,8.0,5.4,2.0,1.0,2.0,50.0,339.0,0.0,20.0,0.0,75.0,128.0,1963.0,0.0,188.0,321603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,0.0,0.0,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,84057.0,0.0,0.0,0.0
2008.0,1.0,1.0,4.0,2.4,1.0,1.0,2.0,47.0,189.0,0.0,20.0,0.0,0.0,102.0,1955.0,0.0,166.0,162799.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,7.0,7.0,0.0,0.0,3400.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,6.0,64211.0,0.0,0.0,0.0
2003.0,0.0,1.0,6.0,2.8,1.0,1.0,1.0,60.0,94.0,1.0,30.0,160.0,80.0,128.0,1987.0,13.0,150.0,160156.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,1.0,7.0,6.0,0.0,0.0,4200.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,2.0,1.0,82985.0,0.0,1.0,0.0
2004.0,1.0,2.0,8.0,5.3,2.0,1.0,2.0,57.0,46.0,1.0,30.0,0.0,0.0,204.0,1992.0,12.0,349.0,426033.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,5.0,4.0,0.0,0.0,4700.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,105034.0,0.0,0.0,0.0
2012.0,1.0,1.0,4.0,2.5,1.0,1.0,1.0,48.0,175.0,0.0,30.0,0.0,0.0,219.0,2000.0,12.0,256.0,275466.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,4.0,3.0,0.0,0.0,3100.0,0.0,1.0,1.0,0.0,8.0,1.0,0.0,1.0,3.0,2.0,77606.0,0.0,0.0,0.0
2014.0,0.0,1.0,4.0,2.4,1.0,1.0,2.0,35.0,0.0,0.0,10.0,0.0,0.0,35.0,1995.0,6.0,35.0,50072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,61796.0,0.0,0.0,0.0
2002.0,0.0,1.0,4.0,1.9,1.0,1.0,1.0,53.0,86.0,0.0,30.0,0.0,0.0,183.0,2002.0,0.0,286.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,8.0,1.0,2.0,2.0,0.0,0.0,4400.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,67281.0,0.0,0.0,0.0
2010.0,1.0,3.0,4.0,2.3,2.0,1.0,1.0,76.0,236.0,0.0,30.0,0.0,0.0,167.0,2006.0,25.0,188.0,208621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,46612.0,0.0,0.0,0.0
2011.0,1.0,2.0,6.0,4.0,2.0,1.0,2.0,52.0,0.0,1.0,40.0,0.0,0.0,407.0,2007.0,22.0,485.0,442596.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,1.0,1.0,0.0,0.0,3400.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,7.0,1.0,114640.0,0.0,0.0,0.0
2013.0,1.0,4.0,6.0,3.6,1.0,1.0,1.0,66.0,69.0,1.0,20.0,131.0,50.0,107.0,1958.0,11.0,100.0,220387.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,1.0,5.0,5.0,1.0,1.0,4500.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,109490.0,1.0,1.0,0.0
2012.0,2.0,1.0,4.0,1.8,1.0,1.0,2.0,40.0,99.0,0.0,20.0,0.0,0.0,81.0,1988.0,0.0,90.0,119269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,2.0,0.0,0.0,4900.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,3.0,67954.0,0.0,0.0,0.0
2011.0,0.0,2.0,4.0,2.4,1.0,1.0,2.0,33.0,125.0,0.0,20.0,0.0,0.0,142.0,2002.0,0.0,158.0,186698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,2.0,0.0,0.0,3100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,3.0,95852.0,0.0,0.0,0.0
2003.0,1.0,1.0,4.0,2.4,1.0,1.0,1.0,47.0,82.0,1.0,20.0,0.0,0.0,75.0,1982.0,17.0,92.0,110990.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,1.0,0.0,0.0,3200.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,1.0,62190.0,0.0,0.0,0.0
2012.0,1.0,1.0,4.0,2.5,2.0,1.0,1.0,64.0,0.0,0.0,30.0,0.0,0.0,113.0,2003.0,8.0,133.0,128026.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,3.0,1.0,0.0,0.0,2800.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,3.0,39322.0,0.0,0.0,0.0
2014.0,2.0,2.0,4.0,2.4,1.0,1.0,2.0,53.0,118.0,2.0,20.0,0.0,0.0,94.0,1957.0,16.0,113.0,142741.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,3.0,2.0,0.0,0.0,4400.0,0.0,1.0,1.0,0.0,7.0,1.0,1.0,1.0,5.0,4.0,54443.0,0.0,1.0,0.0
2005.0,1.0,2.0,8.0,5.4,2.0,1.0,2.0,38.0,249.0,1.0,30.0,0.0,0.0,88.0,1965.0,10.0,188.0,238538.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,9.0,1.0,3.0,3.0,0.0,0.0,3700.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,2.0,102213.0,0.0,0.0,0.0
2014.0,1.0,2.0,6.0,3.6,1.0,1.0,1.0,63.0,197.0,1.0,30.0,0.0,0.0,236.0,1982.0,16.0,295.0,314208.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,1.0,2.0,2.0,0.0,0.0,5000.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,2.0,135238.0,1.0,0.0,0.0
2006.0,0.0,2.0,6.0,3.5,1.0,1.0,1.0,38.0,0.0,0.0,20.0,43.0,42.0,45.0,1989.0,9.0,58.0,67383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,7.0,1.0,53099.0,0.0,0.0,0.0
2013.0,1.0,2.0,4.0,1.6,1.0,1.0,2.0,20.0,187.0,0.0,20.0,0.0,0.0,112.0,1999.0,18.0,132.0,187458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,3.0,0.0,0.0,3900.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,51363.0,0.0,0.0,0.0
2005.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,40.0,0.0,0.0,20.0,165.0,248.0,66.0,1984.0,0.0,90.0,174428.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,2.0,0.0,0.0,3900.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,55478.0,0.0,0.0,0.0
2007.0,1.0,2.0,8.0,5.3,1.0,1.0,2.0,39.0,137.0,0.0,0.0,0.0,0.0,79.0,2001.0,17.0,144.0,201014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,5.0,2.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,38845.0,0.0,0.0,0.0
2007.0,1.0,3.0,8.0,5.4,2.0,2.0,1.0,26.0,0.0,0.0,20.0,0.0,0.0,82.0,1980.0,16.0,1212.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,3.0,0.0,0.0,4400.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,58541.0,0.0,0.0,1.0
2005.0,1.0,1.0,5.0,2.5,1.0,1.0,1.0,61.0,212.0,1.0,30.0,0.0,0.0,228.0,1992.0,12.0,327.0,391511.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,3.0,3.0,0.0,0.0,3700.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,107094.0,0.0,0.0,0.0
2002.0,1.0,3.0,8.0,6.0,2.0,1.0,1.0,42.0,156.0,0.0,20.0,0.0,0.0,148.0,2006.0,18.0,184.0,176176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,2.0,0.0,0.0,2700.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,1.0,40085.0,0.0,0.0,0.0
2012.0,1.0,1.0,8.0,6.4,1.0,1.0,1.0,60.0,95.0,0.0,20.0,73.0,20.0,68.0,1989.0,0.0,88.0,91724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,7.0,5.0,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,6.0,6.0,76244.0,0.0,0.0,0.0
2012.0,1.0,4.0,6.0,3.5,1.0,1.0,1.0,35.0,0.0,0.0,50.0,250.0,87.0,468.0,2009.0,0.0,594.0,685492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,63147.0,0.0,0.0,0.0
2011.0,1.0,2.0,4.0,2.5,1.0,1.0,1.0,48.0,248.0,1.0,30.0,167.0,41.0,188.0,1996.0,14.0,253.0,267980.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,4.0,2.0,1.0,0.0,3100.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,86028.0,1.0,1.0,0.0
2006.0,0.0,1.0,4.0,1.9,1.0,1.0,1.0,72.0,0.0,1.0,20.0,0.0,0.0,28.0,1970.0,18.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,3.0,3.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,5.0,61932.0,0.0,0.0,0.0
2008.0,1.0,4.0,6.0,3.8,1.0,1.0,1.0,63.0,0.0,2.0,30.0,0.0,0.0,227.0,1960.0,30.0,325.0,666096.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,5.0,5.0,0.0,0.0,2700.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,8.0,8.0,89422.0,0.0,0.0,0.0
2000.0,1.0,3.0,4.0,2.5,1.0,1.0,1.0,55.0,110.0,1.0,10.0,0.0,0.0,105.0,1987.0,12.0,110.0,109308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,60576.0,0.0,0.0,0.0
2010.0,1.0,1.0,4.0,2.7,1.0,1.0,1.0,67.0,93.0,0.0,30.0,120.0,75.0,185.0,2014.0,26.0,210.0,257153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,3400.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,50693.0,0.0,0.0,0.0
2010.0,1.0,3.0,8.0,4.7,2.0,2.0,1.0,77.0,0.0,0.0,0.0,0.0,0.0,38.0,2000.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,63505.0,0.0,0.0,0.0
2008.0,1.0,2.0,6.0,3.5,1.0,1.0,1.0,58.0,162.0,0.0,20.0,0.0,0.0,181.0,1977.0,0.0,216.0,310766.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,4.0,4.0,0.0,0.0,5100.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,135993.0,0.0,0.0,0.0
2010.0,0.0,2.0,6.0,2.7,2.0,1.0,2.0,55.0,672.0,2.0,60.0,228.0,214.0,465.0,1981.0,33.0,598.0,845452.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,5.0,5.0,0.0,0.0,3900.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,6.0,1.0,237012.0,0.0,0.0,1.0
2009.0,0.0,2.0,6.0,2.7,2.0,1.0,1.0,30.0,265.0,1.0,20.0,0.0,0.0,213.0,2014.0,19.0,262.0,256185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,2.0,0.0,0.0,3800.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,3.0,1.0,82228.0,0.0,0.0,0.0
2012.0,1.0,1.0,4.0,1.6,1.0,1.0,1.0,26.0,0.0,0.0,10.0,142.0,50.0,14.0,1953.0,2.0,34.0,49674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,3.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,22916.0,0.0,0.0,0.0
2012.0,0.0,1.0,5.0,2.5,1.0,1.0,2.0,52.0,530.0,0.0,40.0,210.0,88.0,396.0,2005.0,0.0,473.0,573226.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,6.0,6.0,0.0,0.0,3000.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,4.0,1.0,89624.0,0.0,0.0,0.0
2014.0,1.0,1.0,4.0,1.4,1.0,1.0,1.0,62.0,65.0,0.0,10.0,0.0,0.0,31.0,1981.0,0.0,43.0,118278.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,6.0,4.0,0.0,1.0,4000.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,61202.0,0.0,1.0,0.0
2000.0,0.0,1.0,8.0,4.6,1.0,1.0,1.0,69.0,0.0,1.0,20.0,120.0,40.0,261.0,1924.0,9.0,352.0,395608.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,4.0,3.0,0.0,0.0,3400.0,0.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,7.0,2.0,89443.0,0.0,0.0,0.0
2001.0,1.0,3.0,8.0,5.4,2.0,1.0,1.0,46.0,120.0,1.0,30.0,0.0,0.0,40.0,1942.0,16.0,60.0,174496.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,6.0,1.0,3.0,3.0,0.0,0.0,3300.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,4.0,2.0,47954.0,0.0,0.0,0.0
2008.0,1.0,2.0,6.0,3.5,1.0,2.0,1.0,43.0,62.0,0.0,50.0,0.0,0.0,340.0,2010.0,0.0,383.0,567008.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,3.0,2.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,5.0,1.0,81093.0,0.0,0.0,0.0
2006.0,1.0,3.0,6.0,3.7,1.0,3.0,1.0,50.0,0.0,0.0,0.0,175.0,97.0,119.0,1970.0,0.0,124.0,80725.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,3.0,0.0,0.0,2900.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,24812.0,0.0,1.0,0.0
2003.0,1.0,2.0,8.0,4.7,1.0,1.0,2.0,57.0,112.0,1.0,20.0,125.0,74.0,121.0,1978.0,0.0,148.0,171860.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,0.0,0.0,4700.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,2.0,93749.0,0.0,1.0,0.0
2008.0,1.0,1.0,6.0,3.5,1.0,1.0,1.0,61.0,0.0,1.0,20.0,0.0,0.0,174.0,1957.0,22.0,198.0,175546.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,0.0,2.0,2.0,0.0,0.0,3900.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,3.0,7.0,42229.0,0.0,0.0,0.0
2014.0,0.0,1.0,4.0,1.8,1.0,1.0,2.0,59.0,257.0,0.0,30.0,0.0,0.0,195.0,2013.0,0.0,236.0,271677.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,3.0,3.0,1.0,0.0,3100.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,87296.0,0.0,0.0,0.0
2002.0,1.0,3.0,6.0,4.3,2.0,2.0,1.0,36.0,0.0,1.0,20.0,183.0,125.0,97.0,1983.0,15.0,117.0,164959.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,1.0,3.0,2.0,0.0,1.0,3600.0,0.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,49062.0,0.0,1.0,0.0
2008.0,1.0,4.0,6.0,3.8,1.0,1.0,2.0,56.0,0.0,0.0,0.0,100.0,75.0,64.0,1980.0,10.0,91.0,92336.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,4.0,4.0,0.0,0.0,4700.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,114008.0,0.0,0.0,0.0
2006.0,1.0,2.0,8.0,5.3,2.0,1.0,1.0,43.0,412.0,0.0,0.0,170.0,75.0,218.0,2000.0,0.0,292.0,301469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,3.0,0.0,0.0,3800.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,94642.0,0.0,0.0,0.0
2007.0,2.0,1.0,6.0,3.5,1.0,1.0,2.0,34.0,134.0,0.0,20.0,0.0,0.0,159.0,1985.0,0.0,159.0,212854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,2.0,0.0,0.0,7200.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,117948.0,0.0,0.0,0.0
2009.0,1.0,1.0,6.0,4.0,1.0,1.0,1.0,72.0,0.0,0.0,20.0,162.0,248.0,9.0,1974.0,13.0,34.0,59258.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,0.0,0.0,4000.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,8.0,2.0,56862.0,0.0,1.0,0.0
2007.0,2.0,1.0,8.0,4.6,1.0,2.0,1.0,45.0,0.0,0.0,30.0,137.0,34.0,153.0,2004.0,6.0,186.0,147022.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,2.0,2.0,0.0,0.0,4100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,45937.0,0.0,0.0,0.0
